type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
condos,1969.0,1.0,1.0,1.0,,,,750.0,6.0,108000.0,2006-01-31,140000.0,for_sale
single_family,1885.0,6.0,9.0,6.0,3.0,3.0,3354.0,,,7500000.0,2017-10-19,7900000.0,for_sale
single_family,1953.0,3.0,2.0,2.0,,,3750.0,,,,,429900.0,for_sale
condos,2004.0,2.0,1.0,1.0,,,,900.0,3.0,194000.0,2021-12-15,219900.0,for_sale
single_family,1966.0,4.0,2.0,2.0,,2.0,,1040.0,,,,220000.0,for_sale
condos,,3.0,3.0,2.0,1.0,1.0,,,3.0,,,144900.0,for_sale
condos,2003.0,3.0,3.0,2.0,1.0,1.0,,2100.0,2.0,416000.0,2011-05-06,685000.0,for_sale
single_family,1954.0,2.0,2.0,2.0,,2.0,4560.0,2150.0,1.0,143000.0,1993-06-16,419000.0,for_sale
condos,1914.0,1.0,1.0,1.0,,,,850.0,3.0,255000.0,2007-07-16,299000.0,for_sale
condos,1910.0,2.0,3.0,2.0,1.0,2.0,,,5.0,522500.0,2015-08-13,529000.0,for_sale
single_family,1913.0,4.0,3.0,2.0,1.0,2.0,3659.0,,2.0,650000.0,2019-01-04,825000.0,for_sale
multi_family,1885.0,9.0,3.0,3.0,,,2618.0,,,30000.0,2018-12-04,185000.0,for_sale
condos,,2.0,1.0,1.0,,,,870.0,3.0,70000.0,2022-05-05,99000.0,for_sale
single_family,1967.0,2.0,3.0,2.0,1.0,2.0,5000.0,1176.0,,157000.0,2002-02-01,384900.0,for_sale
condos,1923.0,2.0,1.0,1.0,,,,900.0,2.0,,,95999.0,for_sale
multi_family,1892.0,8.0,4.0,4.0,,2.0,3100.0,4202.0,,,,699999.0,for_sale
condos,1970.0,1.0,1.0,1.0,,,,,28.0,200000.0,2019-05-30,225000.0,for_sale
multi_family,1893.0,8.0,4.0,4.0,,,2598.0,,,195000.0,2019-01-03,498000.0,for_sale
single_family,1921.0,6.0,3.0,3.0,,2.0,3751.0,2532.0,2.0,70500.0,2021-04-14,209900.0,for_sale
multi_family,1925.0,6.0,5.0,5.0,,2.0,3000.0,5400.0,,,,825000.0,for_sale
townhomes,2008.0,3.0,4.0,3.0,1.0,2.0,,1540.0,3.0,325000.0,2007-02-28,355000.0,for_sale
condos,,2.0,1.0,1.0,,,,1000.0,3.0,175000.0,2021-07-14,225000.0,for_sale
single_family,1952.0,3.0,2.0,2.0,,2.0,,1008.0,1.0,145000.0,1996-09-19,299990.0,for_sale
single_family,1959.0,3.0,3.0,2.0,1.0,2.0,5292.0,1152.0,1.0,122000.0,1993-03-02,319500.0,for_sale
single_family,1968.0,4.0,1.0,1.0,,,2500.0,753.0,,,,39000.0,for_sale
condos,1917.0,4.0,3.0,3.0,,,,2400.0,3.0,630000.0,2022-05-25,639000.0,for_sale
single_family,1959.0,3.0,2.0,2.0,,2.0,,1173.0,1.0,224500.0,2018-01-29,299000.0,for_sale
single_family,1953.0,3.0,3.0,2.0,1.0,2.0,6660.0,1818.0,1.0,,,699000.0,for_sale
multi_family,1912.0,4.0,2.0,2.0,,,3750.0,,,69000.0,1996-01-23,299900.0,for_sale
single_family,1922.0,3.0,2.0,2.0,,,5214.0,1296.0,2.0,63000.0,2020-07-24,190000.0,for_sale
condos,1966.0,2.0,1.0,1.0,,,,1000.0,3.0,170000.0,2004-09-22,230000.0,for_sale
single_family,,3.0,1.0,1.0,,2.0,3125.0,1205.0,1.0,,,79900.0,for_sale
single_family,1925.0,4.0,3.0,3.0,,2.0,3125.0,1425.0,2.0,167000.0,1997-08-04,350000.0,for_sale
condos,1966.0,2.0,2.0,2.0,,,,1088.0,24.0,227500.0,2023-05-26,270000.0,for_sale
single_family,1926.0,4.0,3.0,3.0,,2.0,3125.0,3531.0,2.0,150000.0,2021-10-28,410000.0,for_sale
single_family,1888.0,6.0,5.0,5.0,,1.0,,4250.0,3.0,,,1275000.0,for_sale
condos,,3.0,2.0,2.0,,,,1615.0,3.0,305000.0,2014-08-15,449000.0,for_sale
condos,1969.0,2.0,1.0,1.0,,1.0,,960.0,31.0,255500.0,2005-05-16,250000.0,for_sale
single_family,1983.0,3.0,2.0,2.0,,2.0,3600.0,2582.0,,,,348000.0,for_sale
condos,1988.0,3.0,2.0,2.0,,,,1300.0,4.0,315000.0,2018-06-08,389900.0,for_sale
condos,2002.0,2.0,2.0,2.0,,,,1325.0,4.0,390000.0,2022-01-21,440000.0,for_sale
condos,2003.0,2.0,2.0,2.0,,1.0,,1300.0,60.0,480000.0,2014-09-18,425000.0,for_sale
condos,1920.0,1.0,1.0,1.0,,,,738.0,7.0,180000.0,2004-01-20,244900.0,for_sale
single_family,1955.0,3.0,3.0,2.0,1.0,3.0,5125.0,1450.0,2.0,68000.0,2013-12-27,295000.0,for_sale
condos,2014.0,2.0,2.0,2.0,,1.0,,1600.0,3.0,663000.0,2018-05-11,875000.0,for_sale
condos,2007.0,2.0,2.0,1.0,1.0,1.0,,1200.0,10.0,440000.0,2017-12-06,449500.0,for_sale
townhomes,1958.0,4.0,3.0,3.0,,,,2460.0,3.0,580000.0,2016-01-11,790000.0,for_sale
single_family,1890.0,3.0,4.0,3.0,1.0,2.0,3075.0,3000.0,2.0,153000.0,2015-08-25,539900.0,for_sale
condos,1912.0,1.0,1.0,1.0,,1.0,,750.0,12.0,,,170000.0,for_sale
single_family,,4.0,3.0,3.0,,3.0,5000.0,1990.0,2.0,,,385000.0,for_sale
multi_family,1908.0,6.0,3.0,3.0,,2.0,6250.0,,,81000.0,2002-01-18,119900.0,for_sale
single_family,1969.0,3.0,3.0,2.0,1.0,2.0,2648.0,1250.0,,,,385000.0,for_sale
single_family,1951.0,4.0,3.0,3.0,,2.0,6750.0,3324.0,3.0,629000.0,2000-07-07,1685000.0,for_sale
multi_family,1913.0,6.0,3.0,3.0,,2.0,3750.0,,,157000.0,1995-08-10,369000.0,for_sale
single_family,1994.0,3.0,4.0,3.0,1.0,2.0,3354.0,1936.0,2.0,240000.0,1999-06-28,619900.0,for_sale
single_family,1939.0,3.0,2.0,1.0,1.0,2.0,4375.0,1443.0,2.0,,,177900.0,for_sale
condos,1958.0,1.0,1.0,1.0,,1.0,,,19.0,260000.0,2006-01-13,208000.0,for_sale
condos,1910.0,2.0,2.0,2.0,,,,1780.0,4.0,510000.0,2017-04-27,550000.0,for_sale
condos,1884.0,2.0,1.0,1.0,,,,1400.0,2.0,380000.0,2017-08-01,373000.0,for_sale
single_family,1992.0,4.0,4.0,3.0,1.0,2.0,3000.0,,2.0,1075000.0,2018-12-21,1695000.0,for_sale
single_family,1894.0,3.0,1.0,1.0,,,3136.0,1276.0,2.0,,,43500.0,for_sale
multi_family,1917.0,7.0,3.0,3.0,,2.0,3875.0,3778.0,,,,549900.0,for_sale
condos,1915.0,1.0,1.0,1.0,,,,850.0,3.0,,,140000.0,for_sale
single_family,1957.0,3.0,2.0,2.0,,1.0,4000.0,,1.0,222000.0,2002-05-31,350000.0,for_sale
multi_family,1885.0,7.0,4.0,4.0,,,6098.0,,,,,159900.0,for_sale
condos,1968.0,1.0,1.0,1.0,,,,,24.0,64000.0,1988-09-01,200000.0,for_sale
condos,1920.0,1.0,2.0,1.0,1.0,,,1300.0,4.0,280000.0,2008-09-23,399900.0,for_sale
single_family,2008.0,6.0,7.0,5.0,2.0,3.0,7200.0,7000.0,3.0,4525000.0,2008-07-07,6900000.0,for_sale
single_family,1890.0,4.0,3.0,3.0,,2.0,4792.0,2100.0,2.0,,,335000.0,for_sale
condos,2009.0,2.0,1.0,1.0,,1.0,,1035.0,30.0,380000.0,2021-07-20,365000.0,for_sale
single_family,1923.0,4.0,1.0,1.0,,2.0,4305.0,1679.0,2.0,,,339900.0,for_sale
condos,1914.0,2.0,2.0,2.0,,1.0,,916.0,3.0,245000.0,2014-06-12,349000.0,for_sale
single_family,1941.0,2.0,2.0,1.0,1.0,2.0,3999.0,1087.0,2.0,57000.0,1988-11-09,188000.0,for_sale
condos,1914.0,3.0,2.0,2.0,,1.0,,1600.0,4.0,,,479900.0,for_sale
condos,,6.0,6.0,6.0,,,,,,,,2995000.0,for_sale
single_family,1952.0,4.0,2.0,2.0,,2.0,4138.0,1550.0,2.0,,,375000.0,for_sale
townhomes,1926.0,4.0,5.0,5.0,,1.0,,5196.0,17.0,,,1599999.0,for_sale
single_family,1924.0,3.0,3.0,1.0,2.0,,3900.0,1200.0,2.0,33000.0,1977-04-19,299999.0,for_sale
single_family,1891.0,6.0,6.0,5.0,1.0,2.0,2357.0,6300.0,3.0,1565000.0,2009-01-08,2900000.0,for_sale
single_family,1870.0,5.0,4.0,3.0,1.0,,,3000.0,2.0,94000.0,1996-12-02,330000.0,for_sale
single_family,1926.0,4.0,2.0,2.0,,,,1692.0,1.0,165000.0,2004-09-21,189900.0,for_sale
single_family,1927.0,3.0,3.0,2.0,1.0,,,2520.0,,,,559000.0,for_sale
condos,,0.0,1.0,1.0,,,,585.0,29.0,131500.0,2019-08-28,125000.0,for_sale
single_family,1970.0,0.0,1.0,1.0,,,,550.0,,,,165000.0,for_sale
single_family,1923.0,3.0,2.0,2.0,,2.0,,2300.0,2.0,,,289000.0,for_sale
condos,1974.0,0.0,1.0,1.0,,,,600.0,55.0,118000.0,2007-08-31,130000.0,for_sale
single_family,2006.0,3.0,2.0,2.0,,,,1436.0,2.0,131500.0,2005-05-25,129900.0,for_sale
single_family,1951.0,2.0,1.0,1.0,,1.0,3746.0,1018.0,1.0,,,215000.0,for_sale
single_family,1880.0,3.0,3.0,2.0,1.0,2.0,3001.0,1944.0,2.0,480000.0,2022-01-28,559999.0,for_sale
single_family,1967.0,3.0,2.0,2.0,,2.0,,2107.0,,90000.0,1993-07-23,315000.0,for_sale
townhomes,2009.0,3.0,4.0,3.0,1.0,2.0,2640.0,2320.0,3.0,535000.0,2019-06-07,659999.0,for_sale
single_family,1957.0,4.0,2.0,2.0,,2.0,10175.0,3200.0,2.0,,,475000.0,for_sale
condos,1977.0,6.0,9.0,6.0,3.0,4.0,,7000.0,74.0,2450000.0,2000-06-06,3000000.0,for_sale
multi_family,1905.0,12.0,4.0,4.0,,,4704.0,,,565000.0,2021-01-12,595000.0,for_sale
multi_family,1910.0,5.0,2.0,2.0,,,3750.0,,,,,121900.0,for_sale
single_family,1900.0,4.0,3.0,2.0,1.0,,3125.0,1722.0,2.0,250000.0,2022-07-20,265000.0,for_sale
condos,2000.0,2.0,3.0,2.0,1.0,1.0,,1600.0,4.0,530000.0,2022-06-09,599000.0,for_sale
condos,1906.0,2.0,1.0,1.0,,,,1300.0,3.0,232500.0,1998-04-02,519000.0,for_sale
condos,1926.0,2.0,1.0,1.0,,,,,15.0,,,169900.0,for_sale
multi_family,,7.0,3.0,3.0,,,3750.0,,,183000.0,2013-01-10,595000.0,for_sale
condos,1921.0,2.0,1.0,1.0,,,,1000.0,3.0,133000.0,2017-03-02,200000.0,for_sale
condos,2019.0,3.0,2.0,2.0,,1.0,,,4.0,,,1050000.0,for_sale
single_family,1928.0,4.0,4.0,4.0,,2.0,5040.0,3400.0,2.0,52000.0,2018-03-02,228900.0,for_sale
multi_family,1922.0,4.0,3.0,3.0,,2.0,3712.0,2500.0,,75000.0,1993-10-08,150000.0,for_sale
single_family,1898.0,5.0,3.0,2.0,1.0,,3125.0,2500.0,2.0,,,399000.0,for_sale
single_family,,4.0,2.0,1.0,1.0,,4500.0,960.0,2.0,29000.0,1990-04-16,149900.0,for_sale
condos,1985.0,2.0,2.0,2.0,,,,1200.0,29.0,365000.0,2019-08-14,315000.0,for_sale
condos,1918.0,4.0,2.0,2.0,,,,2500.0,4.0,248000.0,2015-12-17,375000.0,for_sale
single_family,,4.0,4.0,4.0,,2.0,1999.0,2932.0,2.0,,,929900.0,for_sale
condos,2008.0,3.0,3.0,3.0,,,,2400.0,2.0,372000.0,2009-10-08,649000.0,for_sale
multi_family,1921.0,6.0,4.0,4.0,,2.0,3250.0,,,,,239000.0,for_sale
single_family,1900.0,4.0,2.0,2.0,,,29621.0,1735.0,2.0,77000.0,2022-07-26,125000.0,for_sale
single_family,1941.0,2.0,2.0,1.0,1.0,2.0,,940.0,2.0,,,84900.0,for_sale
single_family,1968.0,3.0,1.0,1.0,,,4312.0,1042.0,,,,109000.0,for_sale
single_family,1923.0,5.0,3.0,3.0,,2.0,5250.0,1470.0,2.0,75000.0,2000-06-05,410000.0,for_sale
condos,1924.0,2.0,2.0,1.0,1.0,,,1800.0,12.0,,,359000.0,for_sale
condos,1918.0,2.0,2.0,2.0,,,,1500.0,6.0,475000.0,2017-03-27,519900.0,for_sale
condos,,1.0,1.0,1.0,,,,,4.0,290000.0,2018-10-24,299000.0,for_sale
condos,1965.0,1.0,1.0,1.0,,2.0,,,25.0,125000.0,2022-08-10,100000.0,for_sale
condos,1969.0,2.0,1.0,1.0,,,,,16.0,231500.0,2022-07-26,260000.0,for_sale
single_family,1952.0,3.0,2.0,2.0,,2.0,4125.0,1508.0,2.0,,,126000.0,for_sale
multi_family,2006.0,12.0,8.0,8.0,,,4950.0,,,273000.0,2017-04-06,1400000.0,for_sale
single_family,,3.0,3.0,2.0,1.0,2.0,,1800.0,2.0,,,605000.0,for_sale
single_family,1898.0,3.0,2.0,2.0,,,2940.0,1400.0,1.0,92500.0,2017-09-07,219900.0,for_sale
single_family,1959.0,3.0,2.0,1.0,1.0,2.0,,1800.0,2.0,210000.0,1998-12-16,489000.0,for_sale
single_family,1948.0,3.0,2.0,2.0,,2.0,,1202.0,2.0,104000.0,1987-08-01,379900.0,for_sale
condos,1963.0,2.0,1.0,1.0,,2.0,,825.0,40.0,199000.0,2022-07-07,317500.0,for_sale
condos,2006.0,2.0,4.0,3.0,1.0,4.0,,3400.0,25.0,3400000.0,2018-09-07,3750000.0,for_sale
multi_family,1916.0,4.0,3.0,3.0,,,3125.0,,,80000.0,2009-09-01,284900.0,for_sale
condos,1966.0,1.0,2.0,1.0,1.0,1.0,,800.0,21.0,275000.0,2022-06-10,180000.0,for_sale
condos,1930.0,3.0,2.0,2.0,,1.0,,1900.0,3.0,199000.0,2001-08-21,299900.0,for_sale
single_family,1955.0,3.0,2.0,2.0,,2.0,3125.0,,2.0,30000.0,1977-03-23,179000.0,for_sale
condos,1898.0,1.0,1.0,1.0,,,,1052.0,10.0,194000.0,2022-01-14,230000.0,for_sale
condos,1962.0,1.0,1.0,1.0,,,,725.0,60.0,75000.0,1995-06-06,275000.0,for_sale
multi_family,1917.0,12.0,8.0,5.0,3.0,,,,,,,810000.0,for_sale
single_family,1932.0,3.0,2.0,2.0,,2.0,3125.0,1307.0,,183000.0,1997-06-17,364900.0,for_sale
single_family,1926.0,3.0,2.0,2.0,,2.0,4835.0,1176.0,2.0,195000.0,2014-12-16,,for_sale
condos,2006.0,2.0,2.0,2.0,,1.0,,,17.0,370000.0,2015-06-09,499000.0,for_sale
condos,,2.0,2.0,2.0,,1.0,,1250.0,26.0,405000.0,2006-07-19,395000.0,for_sale
single_family,1953.0,3.0,2.0,2.0,,2.0,3750.0,960.0,1.0,90000.0,1995-02-24,319999.0,for_sale
multi_family,,7.0,3.0,3.0,,2.0,3049.0,,,110000.0,2023-06-07,110000.0,for_sale
single_family,1948.0,3.0,3.0,2.0,1.0,,6579.0,2755.0,2.0,224000.0,1999-03-02,685000.0,for_sale
condos,1968.0,2.0,2.0,2.0,,1.0,,1700.0,44.0,,,399000.0,for_sale
single_family,1894.0,4.0,2.0,2.0,,2.0,3125.0,2016.0,2.0,,,73800.0,for_sale
single_family,1926.0,4.0,3.0,2.0,1.0,2.0,3125.0,2876.0,2.0,128000.0,2022-07-21,250000.0,for_sale
single_family,,5.0,3.0,3.0,,,3550.0,,2.0,59000.0,1996-07-09,269997.0,for_sale
multi_family,,7.0,3.0,3.0,,2.0,3125.0,,,268500.0,2006-01-10,449900.0,for_sale
condos,1912.0,2.0,2.0,2.0,,1.0,,1250.0,7.0,332500.0,2004-10-20,425000.0,for_sale
condos,2005.0,2.0,2.0,2.0,,2.0,,1300.0,10.0,370000.0,2012-11-07,588000.0,for_sale
condos,2008.0,2.0,2.0,2.0,,1.0,,1225.0,26.0,400000.0,2022-01-13,435000.0,for_sale
land,,,0.0,,,,168577.0,,,,,325000.0,for_sale
condos,1996.0,2.0,2.0,2.0,,,,,4.0,191000.0,2021-04-22,299900.0,for_sale
condos,1974.0,2.0,1.0,1.0,,1.0,,900.0,3.0,,,149900.0,for_sale
condos,1922.0,3.0,2.0,2.0,,,,2200.0,18.0,205000.0,2022-06-15,285000.0,for_sale
single_family,1939.0,2.0,1.0,1.0,,1.0,4375.0,1234.0,2.0,335000.0,2020-08-06,449000.0,for_sale
condos,1889.0,2.0,2.0,1.0,1.0,,,1200.0,4.0,,,499000.0,for_sale
single_family,1954.0,3.0,1.0,1.0,,,4051.0,1104.0,1.0,110000.0,2022-10-21,130000.0,for_sale
condos,2004.0,2.0,3.0,2.0,1.0,,,,3.0,535000.0,2018-02-28,599900.0,for_sale
condos,1966.0,3.0,3.0,2.0,1.0,1.0,,2200.0,36.0,397500.0,2000-12-19,485000.0,for_sale
single_family,1910.0,4.0,2.0,2.0,,2.0,3485.0,3781.0,2.0,35000.0,1999-07-28,195000.0,for_sale
townhomes,1939.0,3.0,1.0,1.0,,2.0,,832.0,2.0,,,174000.0,for_sale
multi_family,1927.0,9.0,3.0,3.0,,3.0,4356.0,,,180000.0,1997-12-01,,for_sale
multi_family,1911.0,6.0,2.0,2.0,,2.0,3720.0,,,420000.0,2020-02-21,669000.0,for_sale
condos,1973.0,0.0,1.0,1.0,,1.0,,550.0,56.0,157000.0,2008-05-01,160000.0,for_sale
townhomes,1977.0,2.0,2.0,1.0,1.0,,,1007.0,2.0,70000.0,2005-12-30,25000.0,for_sale
single_family,1954.0,6.0,4.0,3.0,1.0,2.0,3600.0,2981.0,2.0,,,479999.0,for_sale
condos,1999.0,2.0,3.0,2.0,1.0,1.0,,1700.0,2.0,318000.0,2006-08-22,415000.0,for_sale
townhomes,1963.0,3.0,3.0,2.0,1.0,,1974.0,,2.0,400000.0,2019-06-27,650000.0,for_sale
single_family,2008.0,6.0,7.0,5.0,2.0,4.0,3241.0,8380.0,3.0,5050000.0,2013-04-29,5600000.0,for_sale
multi_family,1903.0,6.0,2.0,2.0,,2.0,,,,,,650000.0,for_sale
single_family,1915.0,3.0,4.0,3.0,1.0,2.0,4469.0,2400.0,3.0,,,830000.0,for_sale
single_family,1950.0,3.0,3.0,2.0,1.0,2.0,,1495.0,1.0,,,359900.0,for_sale
townhomes,1953.0,2.0,2.0,1.0,1.0,,,1049.0,2.0,49500.0,1999-08-06,110000.0,for_sale
condos,2002.0,2.0,2.0,2.0,,1.0,,,11.0,615000.0,2019-02-25,695000.0,for_sale
single_family,2023.0,3.0,2.0,2.0,,,2500.0,1495.0,2.0,19000.0,2011-06-07,275000.0,for_sale
single_family,1902.0,5.0,7.0,5.0,2.0,2.0,16348.0,10000.0,3.0,,,2999000.0,for_sale
condos,1973.0,2.0,2.0,2.0,,1.0,,1250.0,54.0,235000.0,2014-01-30,317000.0,for_sale
multi_family,1915.0,5.0,3.0,3.0,,3.0,3485.0,2192.0,,,,699900.0,for_sale
single_family,1928.0,5.0,6.0,5.0,1.0,3.0,7350.0,4200.0,3.0,540000.0,2016-10-07,1245000.0,for_sale
single_family,1894.0,3.0,5.0,4.0,1.0,2.0,3136.0,4000.0,2.0,184000.0,2004-09-16,650000.0,for_sale
single_family,,3.0,4.0,3.0,1.0,2.0,5119.0,3000.0,2.0,800000.0,2017-01-11,965000.0,for_sale
multi_family,1953.0,6.0,2.0,2.0,,2.0,10890.0,,,67000.0,2017-04-13,200000.0,for_sale
condos,1974.0,2.0,2.0,2.0,,,,1012.0,5.0,209500.0,2004-12-21,195000.0,for_sale
single_family,1954.0,3.0,4.0,4.0,,2.0,3354.0,2411.0,2.0,259000.0,2001-08-03,579900.0,for_sale
single_family,1947.0,3.0,2.0,1.0,1.0,1.0,5000.0,2340.0,2.0,,,399999.0,for_sale
single_family,1878.0,4.0,2.0,1.0,1.0,,3600.0,,2.0,150000.0,2016-02-26,174900.0,for_sale
single_family,1938.0,2.0,2.0,1.0,1.0,2.0,4269.0,1345.0,2.0,66000.0,1986-11-01,90000.0,for_sale
condos,1968.0,3.0,2.0,2.0,,1.0,,2000.0,14.0,162000.0,1999-06-08,249900.0,for_sale
single_family,1911.0,2.0,2.0,2.0,,1.0,2280.0,1400.0,2.0,115000.0,2012-10-19,324900.0,for_sale
single_family,2017.0,4.0,4.0,3.0,1.0,2.0,2378.0,2875.0,3.0,855000.0,2020-12-30,974900.0,for_sale
single_family,1950.0,3.0,3.0,3.0,,1.0,,2950.0,2.0,123000.0,2023-07-13,349900.0,for_sale
townhomes,1965.0,3.0,2.0,2.0,,,,1885.0,3.0,455000.0,2020-07-01,550000.0,for_sale
single_family,1947.0,2.0,2.0,1.0,1.0,2.0,,1200.0,,145000.0,2000-10-16,188000.0,for_sale
single_family,1952.0,4.0,3.0,3.0,,2.0,5624.0,3333.0,2.0,320000.0,2022-02-15,679900.0,for_sale
single_family,1938.0,4.0,3.0,2.0,1.0,2.0,4797.0,1932.0,2.0,325000.0,2005-06-17,665000.0,for_sale
condos,1914.0,3.0,2.0,2.0,,,,2000.0,3.0,545000.0,2022-08-22,625000.0,for_sale
multi_family,1908.0,21.0,8.0,7.0,1.0,,5227.0,,,,,750000.0,for_sale
single_family,,2.0,2.0,2.0,,2.0,3125.0,2080.0,1.0,,,619000.0,for_sale
single_family,1948.0,3.0,2.0,2.0,,,3750.0,1000.0,2.0,217000.0,2007-10-02,349900.0,for_sale
single_family,,3.0,3.0,3.0,,2.0,3123.0,,2.0,915000.0,2021-07-19,1199000.0,for_sale
single_family,1922.0,3.0,2.0,2.0,,1.0,5004.0,1322.0,1.0,155000.0,1998-07-27,469000.0,for_sale
single_family,,3.0,2.0,2.0,,,2880.0,,2.0,96000.0,1990-03-08,650000.0,for_sale
single_family,,2.0,2.0,2.0,,2.0,3751.0,,1.0,180000.0,2000-07-11,479900.0,for_sale
single_family,1898.0,3.0,1.0,1.0,,,3125.0,1469.0,2.0,31000.0,1982-12-16,49900.0,for_sale
condos,1906.0,1.0,1.0,1.0,,,,906.0,119.0,255000.0,2011-07-22,325000.0,for_sale
single_family,1953.0,4.0,2.0,2.0,,2.0,3750.0,1500.0,2.0,,,275000.0,for_sale
condos,1923.0,2.0,1.0,1.0,,1.0,,,3.0,125000.0,2015-10-07,235000.0,for_sale
single_family,1916.0,6.0,3.0,3.0,,3.0,5837.0,5800.0,3.0,,,1500000.0,for_sale
single_family,1953.0,3.0,2.0,2.0,,2.0,3149.0,1100.0,1.0,148000.0,2012-07-19,319900.0,for_sale
multi_family,,6.0,4.0,4.0,,2.0,3049.0,,,1415000.0,2022-09-06,1695000.0,for_sale
condos,1999.0,2.0,2.0,2.0,,1.0,,1564.0,6.0,485000.0,2019-11-18,550000.0,for_sale
single_family,,3.0,3.0,2.0,1.0,2.0,2300.0,,2.0,414000.0,2013-10-15,735000.0,for_sale
condos,1955.0,3.0,2.0,1.0,1.0,2.0,,1200.0,23.0,259000.0,2014-03-26,274500.0,for_sale
condos,2005.0,3.0,2.0,2.0,,,,1800.0,3.0,320000.0,2006-10-06,269900.0,for_sale
multi_family,1905.0,6.0,2.0,2.0,,,3920.0,,,,,135000.0,for_sale
condos,2019.0,5.0,5.0,4.0,1.0,2.0,,4835.0,9.0,,,5100000.0,for_sale
single_family,1908.0,3.0,1.0,1.0,,,4725.0,1200.0,1.0,25000.0,2009-01-23,134500.0,for_sale
condos,1954.0,1.0,1.0,1.0,,1.0,,,19.0,167500.0,2019-06-07,189900.0,for_sale
multi_family,1930.0,11.0,8.0,8.0,,,4000.0,,,78000.0,2014-11-21,835000.0,for_sale
condos,1920.0,2.0,2.0,2.0,,,,1350.0,4.0,375000.0,2021-05-28,435000.0,for_sale
single_family,1937.0,4.0,5.0,4.0,1.0,2.0,9519.0,4384.0,2.0,453000.0,2015-12-24,869000.0,for_sale
single_family,,4.0,6.0,3.0,3.0,2.0,2836.0,5500.0,3.0,2200000.0,2021-10-05,3495000.0,for_sale
single_family,1925.0,3.0,3.0,2.0,1.0,2.0,3872.0,1210.0,2.0,106000.0,2022-01-26,259900.0,for_sale
single_family,1928.0,6.0,3.0,2.0,1.0,2.0,4125.0,,2.0,395000.0,2022-10-12,474900.0,for_sale
single_family,1888.0,4.0,2.0,2.0,,,4375.0,1460.0,2.0,14500.0,2009-07-06,169900.0,for_sale
condos,1961.0,2.0,1.0,1.0,,,,1100.0,1.0,,,164900.0,for_sale
multi_family,1928.0,6.0,2.0,2.0,,2.0,7076.0,,,320000.0,2000-10-03,650000.0,for_sale
single_family,1915.0,3.0,3.0,2.0,1.0,2.0,3751.0,,2.0,485000.0,2013-12-30,689000.0,for_sale
single_family,1928.0,3.0,3.0,2.0,1.0,1.0,,2600.0,,,,625000.0,for_sale
single_family,1951.0,3.0,2.0,2.0,,2.0,3125.0,1124.0,1.0,,,313000.0,for_sale
single_family,1891.0,4.0,2.0,2.0,,,2962.0,1360.0,2.0,18500.0,2013-10-15,267400.0,for_sale
single_family,1970.0,4.0,2.0,2.0,,2.0,3125.0,1082.0,,,,125500.0,for_sale
single_family,1966.0,3.0,2.0,1.0,1.0,1.0,,1525.0,2.0,,,290000.0,for_sale
condos,2006.0,3.0,3.0,3.0,,2.0,,2400.0,20.0,,,900000.0,for_sale
single_family,1906.0,2.0,1.0,1.0,,2.0,,1113.0,1.0,123000.0,2001-06-07,100000.0,for_sale
condos,1999.0,4.0,3.0,3.0,,,,,2.0,224000.0,2000-12-29,415000.0,for_sale
condos,2009.0,2.0,2.0,2.0,,1.0,,1218.0,79.0,,,800000.0,for_sale
condos,1962.0,1.0,1.0,1.0,,,,700.0,2.0,69000.0,2003-12-30,110000.0,for_sale
single_family,1923.0,3.0,2.0,2.0,,1.0,,,,220000.0,2012-10-30,395000.0,for_sale
townhomes,1945.0,2.0,1.0,1.0,,1.0,,891.0,2.0,55000.0,1990-09-01,219000.0,for_sale
single_family,1895.0,4.0,3.0,3.0,,2.0,3125.0,1943.0,2.0,480000.0,2021-07-14,550000.0,for_sale
single_family,1952.0,2.0,1.0,1.0,,2.0,5663.0,1040.0,2.0,63000.0,1984-09-13,299000.0,for_sale
condos,2017.0,3.0,3.0,2.0,1.0,1.0,,,3.0,547500.0,2022-05-12,579000.0,for_sale
condos,2001.0,3.0,2.0,2.0,,2.0,,,27.0,650000.0,2019-07-09,685000.0,for_sale
single_family,1958.0,3.0,1.0,1.0,,2.0,6250.0,1075.0,1.0,91000.0,1996-06-21,275000.0,for_sale
single_family,1936.0,4.0,3.0,3.0,,,3751.0,2515.0,2.0,425000.0,2014-06-12,560000.0,for_sale
multi_family,,12.0,4.0,4.0,,2.0,3125.0,3504.0,,145000.0,2021-07-23,420000.0,for_sale
condos,2008.0,2.0,2.0,2.0,,1.0,,1335.0,30.0,,,384900.0,for_sale
condos,2006.0,3.0,2.0,2.0,,,,,3.0,,,199900.0,for_sale
single_family,1885.0,4.0,3.0,2.0,1.0,,,1848.0,2.0,160000.0,2019-01-03,349900.0,for_sale
single_family,1948.0,4.0,3.0,3.0,,3.0,,2344.0,2.0,176000.0,1999-06-04,458500.0,for_sale
single_family,1951.0,3.0,2.0,1.0,1.0,2.0,5000.0,1320.0,2.0,62000.0,1986-01-01,319900.0,for_sale
condos,1968.0,1.0,1.0,1.0,,1.0,,550.0,30.0,38500.0,1984-12-31,249000.0,for_sale
single_family,1920.0,3.0,3.0,3.0,,2.0,6922.0,2200.0,2.0,178000.0,2017-10-27,294999.0,for_sale
