type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
condos,1974.0,2.0,2.0,2.0,,1.0,,1465.0,54.0,,,399900.0,for_sale
condos,2006.0,2.0,2.0,2.0,,1.0,,1205.0,23.0,413000.0,2016-09-23,399900.0,for_sale
condos,2003.0,1.0,1.0,1.0,,1.0,,854.0,9.0,,,275000.0,for_sale
condos,1974.0,0.0,1.0,1.0,,1.0,,600.0,39.0,140000.0,2007-07-31,144000.0,for_sale
single_family,1957.0,3.0,2.0,2.0,,2.0,4750.0,1336.0,1.0,135000.0,1998-01-29,349900.0,for_sale
single_family,1961.0,3.0,2.0,2.0,,2.0,7144.0,1459.0,,,,375000.0,for_sale
condos,1962.0,2.0,2.0,2.0,,1.0,,1329.0,29.0,239000.0,2006-08-23,255000.0,for_sale
condos,1974.0,1.0,1.0,1.0,,,,700.0,28.0,44900.0,1983-07-01,164900.0,for_sale
single_family,1926.0,3.0,1.0,1.0,,2.0,,925.0,1.0,,,125000.0,for_sale
condos,1924.0,1.0,1.0,1.0,,,,1200.0,12.0,160000.0,2015-01-08,250000.0,for_sale
condos,1968.0,2.0,2.0,2.0,,,,1450.0,70.0,,,669500.0,for_sale
condos,1982.0,2.0,2.0,2.0,,1.0,,1650.0,50.0,,,475000.0,for_sale
condos,1966.0,2.0,1.0,1.0,,1.0,,870.0,27.0,169000.0,2023-12-28,329000.0,for_sale
condos,2006.0,1.0,1.0,1.0,,1.0,,759.0,18.0,,,285000.0,for_sale
condos,,1.0,1.0,1.0,,,,,7.0,400000.0,2016-03-29,209900.0,for_sale
condos,1983.0,2.0,2.0,2.0,,1.0,,1390.0,54.0,477500.0,2018-04-19,399999.0,for_sale
multi_family,1888.0,4.0,3.0,2.0,1.0,2.0,,,,490000.0,2004-07-27,750000.0,for_sale
multi_family,1924.0,6.0,3.0,2.0,1.0,1.0,,2944.0,,95000.0,1993-04-06,315000.0,for_sale
condos,1971.0,1.0,1.0,1.0,,,,868.0,39.0,52500.0,1989-08-29,350000.0,for_sale
single_family,1951.0,3.0,1.0,1.0,,2.0,,1058.0,1.0,,,150000.0,for_sale
condos,2008.0,0.0,1.0,1.0,,,,604.0,89.0,895000.0,2008-04-04,265000.0,for_sale
condos,2009.0,2.0,2.0,2.0,,1.0,,1327.0,46.0,,,465000.0,for_sale
condos,1963.0,2.0,2.0,2.0,,,,1250.0,40.0,,,715000.0,for_sale
condos,2008.0,2.0,3.0,2.0,1.0,1.0,,2076.0,89.0,45500.0,2014-03-24,1925000.0,for_sale
condos,1970.0,0.0,1.0,1.0,,1.0,,,30.0,160000.0,2015-12-03,195000.0,for_sale
condos,2016.0,2.0,2.0,2.0,,1.0,,,16.0,,,365000.0,for_sale
condos,1962.0,1.0,1.0,1.0,,,,725.0,60.0,69500.0,1992-05-20,325000.0,for_sale
condos,2007.0,2.0,2.0,2.0,,1.0,,,14.0,490000.0,2014-09-30,485000.0,for_sale
condos,2000.0,1.0,1.0,1.0,,1.0,,,28.0,165000.0,2000-01-25,350000.0,for_sale
condos,2007.0,2.0,2.0,2.0,,1.0,,1248.0,33.0,,,449000.0,for_sale
single_family,1953.0,4.0,2.0,2.0,,2.0,5227.0,1285.0,2.0,135000.0,2000-12-27,135000.0,for_sale
condos,2008.0,0.0,1.0,1.0,,,,604.0,89.0,247500.0,2014-12-10,250000.0,for_sale
condos,2001.0,1.0,1.0,1.0,,1.0,,,20.0,,,275000.0,for_sale
condos,1957.0,1.0,1.0,1.0,,1.0,,850.0,25.0,89500.0,1998-08-04,155000.0,for_sale
condos,1968.0,1.0,1.0,1.0,,1.0,,,30.0,159000.0,2009-04-14,167500.0,for_sale
single_family,1943.0,4.0,2.0,2.0,,2.0,5000.0,1273.0,2.0,,,335000.0,for_sale
condos,2023.0,1.0,1.0,1.0,,,,536.0,4.0,,,200940.0,for_sale
single_family,1950.0,3.0,2.0,2.0,,1.0,3751.0,1500.0,2.0,259000.0,2020-12-21,289873.0,for_sale
single_family,1947.0,3.0,2.0,2.0,,1.0,3720.0,1198.0,2.0,,,325000.0,for_sale
single_family,1955.0,3.0,1.0,1.0,,1.0,5140.0,1300.0,1.0,,,229900.0,for_sale
condos,,2.0,2.0,1.0,1.0,,,1200.0,3.0,270000.0,2012-10-02,400000.0,for_sale
multi_family,1923.0,6.0,2.0,2.0,,,,2850.0,,,,130000.0,for_sale
single_family,1895.0,4.0,2.0,1.0,1.0,,3125.0,1600.0,2.0,37500.0,1998-11-23,49000.0,for_sale
condos,2002.0,1.0,1.0,1.0,,1.0,,710.0,25.0,405000.0,2018-05-11,369900.0,for_sale
single_family,1949.0,2.0,1.0,1.0,,1.0,6250.0,1122.0,1.0,285000.0,2018-08-30,330000.0,for_sale
single_family,1925.0,5.0,3.0,3.0,,2.0,4125.0,4200.0,2.0,86500.0,1982-10-05,699000.0,for_sale
single_family,2024.0,3.0,4.0,3.0,1.0,3.0,5000.0,4000.0,2.0,300000.0,2023-05-25,1095000.0,for_sale
single_family,1896.0,3.0,4.0,3.0,1.0,2.0,6229.0,3700.0,2.0,2295000.0,2021-08-05,2700000.0,for_sale
condos,1960.0,1.0,1.0,1.0,,,,,2.0,100000.0,2019-11-22,145000.0,for_sale
single_family,1994.0,4.0,3.0,3.0,,2.0,,2170.0,,158000.0,1998-09-17,405000.0,for_sale
condos,1972.0,2.0,2.0,1.0,1.0,,,1200.0,2.0,370500.0,2019-07-29,415000.0,for_sale
condos,2001.0,1.0,2.0,1.0,1.0,1.0,,968.0,18.0,338000.0,2015-10-02,375000.0,for_sale
single_family,1917.0,3.0,1.0,1.0,,2.0,,1134.0,2.0,47500.0,1983-05-04,92000.0,for_sale
condos,2008.0,1.0,1.0,1.0,,1.0,,921.0,47.0,405000.0,2020-11-27,445000.0,for_sale
single_family,1950.0,3.0,2.0,2.0,,2.0,7260.0,,2.0,499000.0,2023-04-18,539000.0,for_sale
condos,2008.0,1.0,1.0,1.0,,1.0,,735.0,28.0,,,300000.0,for_sale
condos,2008.0,2.0,2.0,2.0,,1.0,,1464.0,47.0,773000.0,2008-06-23,739000.0,for_sale
single_family,1945.0,4.0,2.0,2.0,,2.0,4392.0,850.0,2.0,67500.0,1986-03-01,285000.0,for_sale
single_family,1945.0,4.0,2.0,2.0,,2.0,,1242.0,2.0,79000.0,1984-06-01,425000.0,for_sale
multi_family,1958.0,6.0,5.0,5.0,,2.0,,,,545000.0,2007-08-16,724000.0,for_sale
multi_family,1911.0,7.0,3.0,3.0,,2.0,3920.0,,,,,595000.0,for_sale
condos,1962.0,2.0,2.0,2.0,,1.0,,,20.0,180000.0,2006-06-02,179950.0,for_sale
single_family,1885.0,2.0,1.0,1.0,,,,,1.0,,,179900.0,for_sale
single_family,1953.0,3.0,3.0,3.0,,2.0,4500.0,2144.0,2.0,320000.0,2019-12-09,433000.0,for_sale
single_family,1959.0,3.0,3.0,1.0,2.0,2.0,5000.0,1483.0,1.0,285000.0,2012-07-06,479900.0,for_sale
condos,1912.0,3.0,2.0,2.0,,,,1650.0,4.0,292500.0,2017-11-17,325000.0,for_sale
single_family,2006.0,5.0,5.0,4.0,1.0,2.0,2756.0,4461.0,3.0,636000.0,2015-04-03,1100000.0,for_sale
multi_family,2000.0,11.0,6.0,6.0,,,,,,295000.0,2021-10-15,374999.0,for_sale
condos,2000.0,6.0,8.0,6.0,2.0,4.0,,9250.0,67.0,6900000.0,2000-08-17,15750000.0,for_sale
land,,,0.0,,,,3485.0,,,8000.0,1980-04-25,2500000.0,for_sale
single_family,1920.0,3.0,2.0,2.0,,,,1400.0,3.0,,,39900.0,for_sale
single_family,1922.0,2.0,2.0,2.0,,2.0,4356.0,1500.0,2.0,365000.0,2018-05-08,599000.0,for_sale
single_family,1938.0,3.0,3.0,3.0,,2.0,4092.0,,2.0,225000.0,2011-05-12,499900.0,for_sale
land,,,0.0,,,,3049.0,,,,,3100000.0,for_sale
condos,1928.0,3.0,5.0,4.0,1.0,2.0,,3300.0,2.0,,,1250000.0,for_sale
multi_family,1908.0,7.0,4.0,4.0,,2.0,,3719.0,,,,499000.0,for_sale
condos,1966.0,1.0,1.0,1.0,,,,850.0,23.0,65000.0,2011-07-08,149999.0,for_sale
single_family,1891.0,4.0,4.0,3.0,1.0,2.0,3125.0,,2.0,1090000.0,2006-01-23,1400000.0,for_sale
single_family,1957.0,3.0,2.0,2.0,,2.0,3125.0,1300.0,1.0,165000.0,2018-05-30,293900.0,for_sale
single_family,1923.0,4.0,2.0,1.0,1.0,2.0,3751.0,1203.0,2.0,286000.0,2019-08-29,315000.0,for_sale
single_family,1960.0,7.0,8.0,6.0,2.0,2.0,,6696.0,2.0,510000.0,1998-04-27,850000.0,for_sale
single_family,1921.0,3.0,2.0,2.0,,2.0,3780.0,2104.0,2.0,,,359999.0,for_sale
single_family,,5.0,2.0,2.0,,2.0,5445.0,2103.0,2.0,210000.0,2023-05-15,439700.0,for_sale
condos,,2.0,2.0,2.0,,1.0,,1560.0,4.0,,,449995.0,for_sale
land,,,0.0,,,,30000.0,,,,,2250000.0,for_sale
townhomes,1996.0,3.0,2.0,2.0,,2.0,,,4.0,345000.0,2018-07-05,468000.0,for_sale
land,,,0.0,,,,40511.0,,,,,4449000.0,for_sale
single_family,1946.0,3.0,2.0,2.0,,1.0,5227.0,1000.0,2.0,110000.0,1996-07-12,325000.0,for_sale
condos,2024.0,3.0,2.0,2.0,,1.0,,,4.0,,,875000.0,for_sale
condos,1906.0,3.0,2.0,2.0,,,,1900.0,3.0,300000.0,2019-06-03,339900.0,for_sale
multi_family,1924.0,12.0,6.0,6.0,,3.0,,4800.0,,445000.0,2022-10-06,495000.0,for_sale
condos,2024.0,3.0,2.0,2.0,,1.0,,,5.0,,,824000.0,for_sale
condos,1970.0,1.0,1.0,1.0,,,,750.0,3.0,,,135000.0,for_sale
single_family,2010.0,5.0,6.0,5.0,1.0,4.0,10250.0,7000.0,3.0,3050000.0,2022-09-02,4995900.0,for_sale
single_family,1956.0,3.0,2.0,2.0,,2.0,7815.0,1275.0,1.0,356000.0,2018-06-15,525000.0,for_sale
condos,,3.0,2.0,2.0,,,,,3.0,,,65000.0,for_sale
single_family,1910.0,5.0,2.0,1.0,1.0,,3136.0,1482.0,2.0,121000.0,2004-12-27,44900.0,for_sale
single_family,1948.0,3.0,2.0,1.0,1.0,2.0,3750.0,1500.0,,,,159200.0,for_sale
single_family,1949.0,2.0,1.0,1.0,,,,900.0,4.0,,,115000.0,for_sale
single_family,1910.0,4.0,3.0,3.0,,2.0,,2643.0,2.0,159000.0,2006-05-24,140000.0,for_sale
land,,,0.0,,,,2614.0,,,,,29900.0,for_sale
land,,,0.0,,,,30056.0,,,85000.0,1979-11-15,2900000.0,for_sale
single_family,2024.0,4.0,3.0,2.0,1.0,2.0,5325.0,,2.0,240000.0,2021-11-08,799000.0,for_sale
single_family,1958.0,3.0,2.0,2.0,,1.0,3125.0,1100.0,1.0,245500.0,2018-07-18,349900.0,for_sale
condos,1923.0,2.0,1.0,1.0,,1.0,,,24.0,255000.0,2006-06-01,249900.0,for_sale
mobile,2022.0,2.0,2.0,2.0,,,1400.0,,,,,64900.0,for_sale
single_family,1959.0,2.0,2.0,2.0,,2.0,3125.0,900.0,1.0,135000.0,2011-12-08,315000.0,for_sale
condos,1960.0,2.0,2.0,2.0,,1.0,,1100.0,19.0,195000.0,2000-06-20,200000.0,for_sale
condos,1930.0,2.0,2.0,2.0,,,,1200.0,3.0,,,269000.0,for_sale
single_family,,4.0,3.0,2.0,1.0,2.0,2879.0,2500.0,3.0,365000.0,2023-03-27,439000.0,for_sale
single_family,1908.0,4.0,3.0,3.0,,2.0,,3000.0,2.0,173000.0,2006-10-02,125000.0,for_sale
single_family,1969.0,3.0,3.0,2.0,1.0,2.0,4356.0,2400.0,1.0,153000.0,2000-11-20,279900.0,for_sale
single_family,1937.0,3.0,2.0,2.0,,2.0,4960.0,1820.0,2.0,300000.0,2004-11-29,389000.0,for_sale
single_family,1893.0,5.0,4.0,4.0,,,3861.0,3000.0,3.0,940000.0,2006-05-25,1375000.0,for_sale
single_family,1938.0,3.0,2.0,1.0,1.0,2.0,3125.0,1401.0,2.0,53000.0,1983-08-01,149900.0,for_sale
single_family,1896.0,4.0,4.0,3.0,1.0,,2091.0,2848.0,3.0,375000.0,2004-11-18,1000000.0,for_sale
land,,,0.0,,,,2781.0,,,18000.0,2005-01-12,25000.0,for_sale
land,,,0.0,,,,3024.0,,,6764.0,1994-12-23,229999.0,for_sale
single_family,1947.0,4.0,2.0,1.0,1.0,1.0,,1314.0,2.0,,,215000.0,for_sale
land,,,0.0,,,,2781.0,,,18000.0,2005-01-12,25000.0,for_sale
land,,,0.0,,,,,,,250000.0,2005-11-09,1195000.0,for_sale
land,,,0.0,,,,5663.0,,,34000.0,2004-08-06,39000.0,for_sale
land,,,0.0,,,,2800.0,,,21500.0,2007-03-30,25000.0,for_sale
land,,,0.0,,,,12250.0,,,,,2200000.0,for_sale
land,,,0.0,,,,2614.0,,,17500.0,2007-02-23,25000.0,for_sale
condos,1890.0,2.0,1.0,1.0,,,,,3.0,367500.0,2022-09-27,400000.0,for_sale
land,,,0.0,,,,2614.0,,,27000.0,2007-08-06,25000.0,for_sale
single_family,2024.0,3.0,2.0,2.0,,,2928.0,,2.0,82000.0,2004-05-11,425000.0,for_sale
land,,,0.0,,,,2614.0,,,5000.0,2017-01-19,45000.0,for_sale
condos,1925.0,1.0,1.0,1.0,,,,,3.0,157000.0,2003-10-20,195000.0,for_sale
land,,,0.0,,,,,,,20000.0,2007-03-30,25000.0,for_sale
single_family,,2.0,2.0,2.0,,2.0,3125.0,1000.0,2.0,85000.0,1994-04-15,190000.0,for_sale
land,2009.0,,0.0,,,,,,,,,19900.0,for_sale
land,,,0.0,,,,2614.0,,,20000.0,2007-03-20,25000.0,for_sale
land,,,0.0,,,,4356.0,,,5000.0,2014-03-05,60000.0,for_sale
land,2002.0,,0.0,,,,,,,15500.0,2023-07-14,29000.0,for_sale
townhomes,1966.0,3.0,2.0,1.0,1.0,,,1254.0,2.0,100000.0,2007-05-11,84900.0,for_sale
land,,,0.0,,,,3049.0,,,545000.0,2022-06-30,235000.0,for_sale
land,,,0.0,,,,2875.0,,,35000.0,2003-09-11,125000.0,for_sale
single_family,1928.0,3.0,2.0,2.0,,2.0,3750.0,,2.0,131000.0,1997-11-28,389900.0,for_sale
land,,,0.0,,,,3049.0,,,,,60000.0,for_sale
condos,1967.0,1.0,1.0,1.0,,1.0,,,35.0,322000.0,2007-09-13,199900.0,for_sale
single_family,,3.0,2.0,1.0,1.0,,3630.0,,2.0,426000.0,2015-05-27,679000.0,for_sale
condos,1978.0,2.0,2.0,1.0,1.0,,,1200.0,3.0,176000.0,2005-07-11,220000.0,for_sale
land,,,0.0,,,,3920.0,,,79000.0,2005-04-04,249000.0,for_sale
land,2003.0,,0.0,,,,160.0,,,520000.0,2019-07-26,200.0,for_sale
land,,,0.0,,,,3125.0,,,50000.0,2004-02-10,30000.0,for_sale
condos,,2.0,2.0,2.0,,1.0,,1235.0,5.0,337500.0,2019-05-10,389900.0,for_sale
land,,,0.0,,,,22875.0,,,,,3499000.0,for_sale
land,,,0.0,,,,3049.0,,,50000.0,2004-02-10,30000.0,for_sale
land,,,0.0,,,,2614.0,,,,,60000.0,for_sale
condos,1908.0,1.0,1.0,1.0,,,,800.0,3.0,,,99900.0,for_sale
single_family,2017.0,5.0,5.0,4.0,1.0,2.0,6200.0,3750.0,2.0,102000.0,2014-03-04,799999.0,for_sale
single_family,1920.0,3.0,1.0,1.0,,1.0,3125.0,995.0,2.0,,,224900.0,for_sale
single_family,1956.0,3.0,2.0,2.0,,2.0,3746.0,1039.0,1.0,73000.0,1985-08-01,349963.0,for_sale
land,,,0.0,,,,7405.0,,,250000.0,2006-01-17,314900.0,for_sale
land,,,0.0,,,,3920.0,,,10000.0,2019-02-14,,for_sale
condos,1912.0,0.0,1.0,1.0,,,,,4.0,87000.0,2002-11-07,99980.0,for_sale
land,,,0.0,,,,23850.0,,,,,60000.0,for_sale
condos,1971.0,2.0,2.0,2.0,,,,1519.0,7.0,205000.0,2021-04-14,325000.0,for_sale
land,,,0.0,,,,4125.0,,,,,30000.0,for_sale
land,,,0.0,,,,3049.0,,,,,30000.0,for_sale
land,,,0.0,,,,6534.0,,,13500.0,2015-02-19,100000.0,for_sale
single_family,1999.0,4.0,3.0,3.0,,2.0,4961.0,2170.0,2.0,178000.0,1999-12-08,399900.0,for_sale
land,,,0.0,,,,4356.0,,,,,75000.0,for_sale
single_family,1913.0,5.0,3.0,2.0,1.0,2.0,4563.0,1680.0,2.0,140000.0,2002-04-19,294999.0,for_sale
land,,,0.0,,,,2614.0,,,,,70000.0,for_sale
land,,,0.0,,,,3049.0,,,13000.0,2000-08-29,199000.0,for_sale
land,,,0.0,,,,15280.0,,,60000.0,2002-02-28,200000.0,for_sale
land,,,0.0,,,,3049.0,,,60000.0,2002-02-28,225000.0,for_sale
land,,,0.0,,,,3049.0,,,104000.0,1994-07-19,185000.0,for_sale
single_family,1938.0,4.0,4.0,3.0,1.0,2.0,5125.0,2500.0,2.0,141000.0,1998-11-04,579900.0,for_sale
single_family,,3.0,3.0,2.0,1.0,1.0,9120.0,2290.0,2.0,485000.0,2001-02-27,825000.0,for_sale
single_family,,3.0,2.0,2.0,,2.0,,1104.0,1.0,100000.0,2014-04-11,380000.0,for_sale
land,,,0.0,,,,5227.0,,,,,949000.0,for_sale
land,,,0.0,,,,3049.0,,,70000.0,2004-11-23,30000.0,for_sale
land,,,0.0,,,,3485.0,,,25000.0,2009-10-29,30000.0,for_sale
land,2005.0,,0.0,,,,153.0,,,21000.0,2018-06-06,21500.0,for_sale
land,,,0.0,,,,6534.0,,,110000.0,2006-07-11,200000.0,for_sale
condos,1911.0,3.0,1.0,1.0,,,,,1.0,279000.0,2008-01-23,224900.0,for_sale
multi_family,1924.0,5.0,3.0,3.0,,2.0,3750.0,2500.0,,475000.0,2021-08-19,565000.0,for_sale
condos,1924.0,1.0,1.0,1.0,,,,900.0,12.0,,,174900.0,for_sale
multi_family,1924.0,4.0,3.0,3.0,,2.0,3750.0,,,,,75000.0,for_sale
land,,,0.0,,,,3485.0,,,70000.0,2004-11-23,30000.0,for_sale
single_family,1959.0,3.0,2.0,2.0,,2.0,,1300.0,1.0,,,290000.0,for_sale
condos,1917.0,3.0,3.0,2.0,1.0,,,2400.0,3.0,30000.0,1987-08-12,295000.0,for_sale
single_family,1955.0,2.0,1.0,1.0,,2.0,,840.0,,170000.0,2008-01-10,139900.0,for_sale
multi_family,1909.0,5.0,3.0,3.0,,2.0,,,,,,119900.0,for_sale
single_family,1900.0,4.0,3.0,2.0,1.0,,2975.0,,2.0,89500.0,2001-08-10,170000.0,for_sale
single_family,1917.0,6.0,5.0,4.0,1.0,,,5350.0,,,,699000.0,for_sale
single_family,1949.0,4.0,3.0,2.0,1.0,1.0,,2935.0,2.0,190000.0,2000-10-20,575000.0,for_sale
condos,1970.0,3.0,2.0,2.0,,,,1000.0,5.0,,,52000.0,for_sale
condos,1926.0,3.0,3.0,3.0,,1.0,,3000.0,16.0,,,689000.0,for_sale
land,,,0.0,,,,3049.0,,,70000.0,2004-11-23,30000.0,for_sale
condos,1911.0,3.0,2.0,2.0,,,,2000.0,3.0,320000.0,2018-04-02,325000.0,for_sale
single_family,1903.0,5.0,4.0,3.0,1.0,2.0,3335.0,4253.0,3.0,870000.0,2004-09-24,1750000.0,for_sale
single_family,1918.0,3.0,2.0,2.0,,2.0,4008.0,2130.0,2.0,74500.0,1997-10-29,110000.0,for_sale
townhomes,1997.0,2.0,2.0,2.0,,2.0,,2126.0,3.0,,,290000.0,for_sale
single_family,1907.0,3.0,3.0,2.0,1.0,2.0,8950.0,2959.0,2.0,,,529000.0,for_sale
single_family,1944.0,2.0,1.0,1.0,,2.0,3920.0,1400.0,2.0,115000.0,1995-04-07,390000.0,for_sale
single_family,1910.0,3.0,4.0,3.0,1.0,2.0,3049.0,2290.0,2.0,375000.0,2017-02-01,589000.0,for_sale
single_family,2010.0,6.0,6.0,4.0,2.0,2.0,8050.0,7134.0,2.0,1450000.0,2009-07-15,4450000.0,for_sale
condos,,4.0,2.0,2.0,,1.0,,2000.0,3.0,582500.0,2022-06-28,650000.0,for_sale
single_family,1947.0,4.0,3.0,3.0,,2.0,3750.0,1306.0,2.0,245000.0,2004-09-23,299900.0,for_sale
condos,1994.0,3.0,2.0,2.0,,,,,3.0,443000.0,2022-01-19,525000.0,for_sale
single_family,1945.0,3.0,3.0,2.0,1.0,1.0,5001.0,1394.0,2.0,267000.0,2019-02-26,379900.0,for_sale
single_family,1929.0,4.0,3.0,2.0,1.0,2.0,3720.0,2226.0,2.0,140000.0,1989-08-01,449000.0,for_sale
single_family,1899.0,3.0,3.0,3.0,,,5040.0,1968.0,2.0,,,174900.0,for_sale
single_family,1919.0,2.0,1.0,1.0,,2.0,3999.0,1080.0,1.0,81873.0,2023-06-15,99000.0,for_sale
single_family,1969.0,3.0,2.0,2.0,,2.0,3119.0,1090.0,1.0,,,269900.0,for_sale
single_family,1929.0,4.0,2.0,2.0,,2.0,,2983.0,2.0,,,390000.0,for_sale
condos,1920.0,2.0,2.0,2.0,,1.0,,1500.0,6.0,495000.0,2020-03-18,499900.0,for_sale
condos,1928.0,3.0,2.0,1.0,1.0,1.0,,,1.0,,,299999.0,for_sale
condos,1914.0,3.0,2.0,2.0,,,,,3.0,385000.0,2021-02-11,439900.0,for_sale
single_family,1999.0,5.0,6.0,5.0,1.0,2.0,2374.0,7400.0,2.0,3600000.0,2017-03-02,3500000.0,for_sale
condos,1920.0,2.0,1.0,1.0,,,,840.0,3.0,,,65000.0,for_sale
multi_family,1890.0,4.0,2.0,2.0,,,,,,158000.0,2005-10-24,120000.0,for_sale
single_family,1905.0,4.0,3.0,2.0,1.0,2.0,4000.0,1800.0,2.0,,,249900.0,for_sale
single_family,1888.0,5.0,4.0,3.0,1.0,,1089.0,2700.0,3.0,577500.0,1999-10-22,1150000.0,for_sale
multi_family,2007.0,11.0,7.0,7.0,,,3125.0,3600.0,,450000.0,2023-04-25,499900.0,for_sale
single_family,1885.0,3.0,2.0,2.0,,1.0,1984.0,1376.0,2.0,69500.0,1996-06-13,250000.0,for_sale
single_family,1949.0,2.0,2.0,2.0,,2.0,,962.0,2.0,172000.0,2018-07-18,275000.0,for_sale
multi_family,1903.0,5.0,2.0,2.0,,2.0,3125.0,,,,,85000.0,for_sale
condos,1951.0,1.0,1.0,1.0,,,,663.0,22.0,113000.0,2005-11-10,159000.0,for_sale
condos,1930.0,3.0,1.0,1.0,,,,,3.0,52000.0,2010-04-05,199900.0,for_sale
single_family,2023.0,5.0,5.0,4.0,1.0,2.0,3875.0,4325.0,3.0,,,1449000.0,for_sale
condos,1880.0,2.0,3.0,2.0,1.0,1.0,,2600.0,8.0,622000.0,2016-07-01,699000.0,for_sale
condos,,3.0,2.0,2.0,,,,,3.0,335000.0,2015-10-15,399900.0,for_sale
single_family,1940.0,4.0,2.0,1.0,1.0,3.0,9375.0,1674.0,2.0,,,355000.0,for_sale
single_family,1943.0,3.0,2.0,2.0,,2.0,6250.0,1700.0,2.0,,,249900.0,for_sale
condos,1966.0,3.0,3.0,3.0,,1.0,,1500.0,16.0,,,299999.0,for_sale
single_family,1911.0,4.0,4.0,3.0,1.0,2.0,6996.0,3000.0,2.0,417500.0,2015-12-22,695000.0,for_sale
condos,1920.0,1.0,1.0,1.0,,,,,3.0,200000.0,2017-08-08,219999.0,for_sale
condos,1968.0,2.0,2.0,2.0,,,,950.0,5.0,27500.0,2016-08-26,155000.0,for_sale
condos,,2.0,1.0,1.0,,1.0,,1326.0,3.0,292500.0,2003-02-04,385000.0,for_sale
townhomes,1949.0,3.0,3.0,2.0,1.0,,1900.0,1900.0,2.0,265000.0,1989-11-15,675000.0,for_sale
multi_family,1924.0,6.0,4.0,4.0,,2.0,5000.0,,,175000.0,1993-09-03,569900.0,for_sale
multi_family,1920.0,6.0,2.0,2.0,,2.0,6250.0,,,,,135000.0,for_sale
single_family,1959.0,3.0,2.0,1.0,1.0,2.0,3750.0,1200.0,1.0,,,415000.0,for_sale
single_family,1940.0,3.0,3.0,2.0,1.0,1.0,4356.0,843.0,2.0,135000.0,1989-12-18,350000.0,for_sale
condos,1966.0,2.0,2.0,2.0,,1.0,,1200.0,12.0,159500.0,2021-01-19,218000.0,for_sale
single_family,1920.0,5.0,4.0,4.0,,2.0,,3224.0,2.0,80000.0,2020-12-30,399900.0,for_sale
single_family,1905.0,4.0,2.0,1.0,1.0,2.0,6151.0,1523.0,2.0,18000.0,2015-08-31,275000.0,for_sale
single_family,1966.0,4.0,2.0,2.0,,1.0,5549.0,2420.0,,79000.0,1985-01-17,269900.0,for_sale
condos,1973.0,1.0,1.0,1.0,,,,800.0,28.0,150000.0,2022-07-11,160000.0,for_sale
single_family,2008.0,6.0,7.0,6.0,1.0,4.0,392.0,8380.0,3.0,6200000.0,2022-08-25,5900000.0,for_sale
single_family,1930.0,3.0,1.0,1.0,,,,1340.0,2.0,,,145000.0,for_sale
condos,1993.0,2.0,2.0,2.0,,1.0,13110.0,1350.0,5.0,,,339500.0,for_sale
single_family,1915.0,2.0,3.0,2.0,1.0,,3125.0,960.0,1.0,80000.0,2022-12-21,225000.0,for_sale
single_family,2008.0,6.0,6.0,5.0,1.0,3.0,5200.0,8960.0,,2850000.0,2021-10-27,3995000.0,for_sale
condos,1929.0,3.0,3.0,2.0,1.0,,,2600.0,21.0,,,200000.0,for_sale
condos,1929.0,2.0,2.0,2.0,,,,1882.0,1.0,385000.0,2001-06-01,549000.0,for_sale
single_family,2018.0,5.0,4.0,3.0,1.0,2.0,3270.0,3200.0,2.0,999500.0,2018-08-17,1275000.0,for_sale
condos,1908.0,3.0,2.0,2.0,,,,1500.0,3.0,128000.0,2015-06-11,318000.0,for_sale
single_family,1951.0,3.0,2.0,1.0,1.0,2.0,3751.0,1234.0,2.0,160000.0,2015-04-06,124900.0,for_sale
single_family,1903.0,4.0,2.0,2.0,,2.0,3125.0,1056.0,2.0,95000.0,2004-09-29,109950.0,for_sale
single_family,1914.0,3.0,1.0,1.0,,2.0,3746.0,1664.0,2.0,,,228000.0,for_sale
single_family,1926.0,3.0,2.0,2.0,,2.0,,1718.0,2.0,,,524900.0,for_sale
condos,1923.0,2.0,1.0,1.0,,,,,3.0,55000.0,2016-01-19,139900.0,for_sale
condos,1960.0,3.0,3.0,3.0,,,,2000.0,29.0,,,439000.0,for_sale
condos,1971.0,1.0,1.0,1.0,,,,780.0,3.0,222000.0,2017-01-23,289900.0,for_sale
condos,1924.0,2.0,2.0,2.0,,,,1700.0,7.0,266000.0,2006-09-15,255000.0,for_sale
condos,1915.0,2.0,2.0,2.0,,1.0,,1531.0,3.0,375000.0,2016-09-27,500000.0,for_sale
condos,1969.0,2.0,2.0,2.0,,,,,6.0,150000.0,2021-01-26,185000.0,for_sale
single_family,1890.0,3.0,3.0,3.0,,2.0,3125.0,2200.0,2.0,46000.0,1997-09-11,214900.0,for_sale
single_family,1895.0,4.0,4.0,3.0,1.0,2.0,14500.0,4255.0,2.0,165000.0,2021-10-14,849900.0,for_sale
single_family,1918.0,4.0,4.0,2.0,2.0,2.0,,2233.0,2.0,218000.0,1999-05-27,524900.0,for_sale
condos,1915.0,2.0,2.0,2.0,,,,,2.0,270000.0,2017-05-04,269900.0,for_sale
townhomes,1958.0,2.0,3.0,2.0,1.0,,990.0,1036.0,2.0,245000.0,2006-01-23,259900.0,for_sale
single_family,1949.0,2.0,2.0,1.0,1.0,2.0,4879.0,,,141000.0,1994-08-15,315000.0,for_sale
